RES_LAD23CD,WORK_LAD23CD,flow
E07000103,E08000006,8
E07000103,E08000007,2
E07000103,E08000008,1
E07000103,E08000009,4
E07000103,E08000010,4
E07000103,E08000011,1
E07000103,E08000012,1
E07000103,E08000013,2
E07000103,E08000017,3
E07000103,E08000018,1
E07000103,E08000019,11
E07000103,E08000021,4
E07000103,E08000023,1
E07000103,E08000025,23
E07000103,E08000026,12
E07000103,E08000027,3
E07000103,E08000028,3
E07000103,E08000029,3
E07000103,E08000030,5
E07000103,E08000031,3
E07000103,E08000032,4
E07000103,E08000034,4
E07000103,E08000035,9
E07000103,E08000036,3
E07000103,E09000001,888
E07000103,E09000002,12
E07000103,E09000003,832
E07000103,E09000004,11
E07000103,E09000005,1103
E07000103,E09000006,20
E07000103,E09000007,1165
E07000103,E09000008,37
E07000103,E09000009,447
E07000103,E09000010,232
E07000103,E09000011,37
E07000103,E09000012,128
E07000103,E09000013,317
E07000103,E09000014,117
E07000103,E09000015,1416
E07000103,E09000016,21
E07000103,E09000017,1108
E07000103,E09000018,232
E07000103,E09000019,446
E07000103,E09000020,235
E07000103,E09000021,14
E07000103,E09000022,158
E07000103,E09000023,17
E07000103,E09000024,29
E07000103,E09000025,64
E07000103,E09000026,20
E07000103,E09000027,54
E07000103,E09000028,276
E07000103,E09000029,12
E07000103,E09000030,401
E07000103,E09000031,40
E07000103,E09000032,82
E07000103,E09000033,1705
E07000103,W06000009,3
E07000103,W06000011,1
E07000103,W06000014,5
E07000103,W06000015,2
E07000103,W06000016,2
E07000103,W06000021,2
E07000103,W06000022,1
E07000103,W06000023,1
E07000103,W06000024,1
E07000105,E06000001,1
E07000105,E06000004,1
E07000105,E06000007,5
E07000105,E06000008,4
E07000105,E06000010,2
E07000105,E06000013,1
E07000105,E06000014,3
E07000105,E06000015,6
E07000105,E06000016,6
E07000105,E06000018,2
E07000105,E06000019,2
E07000105,E06000020,1
E07000105,E06000021,1
E07000105,E06000022,1
E07000105,E06000023,2
E07000105,E06000024,1
E07000105,E06000025,5
E07000105,E06000026,5
E07000105,E06000030,2
E07000105,E06000031,4
E07000105,E06000032,10
E07000105,E06000033,4
E07000105,E06000034,36
E07000105,E06000035,681
E07000105,E06000036,13
E07000105,E06000037,5
E07000105,E06000038,5
E07000105,E06000039,13
E07000105,E06000040,13
E07000105,E06000041,8
E07000105,E06000042,11
E07000105,E06000043,13
E07000105,E06000044,11
E07000105,E06000045,5
E07000105,E06000046,2
E07000105,E06000049,2
E07000105,E06000050,1
E07000105,E06000051,28
E07000105,E06000052,3
E07000105,E06000054,15
E07000105,E06000055,3
E07000105,E06000056,3
E07000105,E06000057,5
E07000105,E06000058,7
E07000105,E06000059,9
E07000105,E06000060,24
E07000105,E06000061,7
E07000105,E06000062,12
E07000105,E06000063,2
E07000105,E06000064,1
E07000105,E06000065,6
E07000105,E06000066,5
E07000105,E07000008,1
E07000105,E07000009,1
E07000105,E07000011,3
E07000105,E07000012,5
E07000105,E07000034,1
E07000105,E07000039,1
E07000105,E07000040,4
E07000105,E07000041,3
E07000105,E07000043,39
E07000105,E07000044,8
E07000105,E07000047,1
E07000105,E07000061,16
E07000105,E07000062,109
E07000105,E07000063,11
E07000105,E07000064,335
E07000105,E07000065,71
E07000105,E07000066,25
E07000105,E07000067,9
E07000105,E07000068,14
E07000105,E07000069,4
E07000105,E07000070,11
E07000105,E07000071,2
E07000105,E07000072,11
E07000105,E07000073,15
E07000105,E07000074,2
E07000105,E07000075,1
E07000105,E07000076,4
E07000105,E07000077,7
E07000105,E07000079,1
E07000105,E07000082,2
E07000105,E07000083,2
E07000105,E07000084,11
E07000105,E07000085,3
E07000105,E07000086,2
E07000105,E07000087,1
E07000105,E07000088,5
E07000105,E07000089,8
E07000105,E07000091,7
E07000105,E07000092,11
E07000105,E07000093,7
E07000105,E07000094,5
E07000105,E07000095,11
E07000105,E07000096,12
E07000105,E07000098,15
E07000105,E07000099,1
E07000105,E07000102,10
E07000105,E07000103,17
E07000105,E07000105,27231
E07000105,E07000106,1843
E07000105,E07000107,200
E07000105,E07000108,570
E07000105,E07000109,159
E07000105,E07000110,2882
E07000105,E07000111,217
E07000105,E07000112,2639
E07000105,E07000113,706
E07000105,E07000114,153
E07000105,E07000115,953
E07000105,E07000116,1138
E07000105,E07000117,2
E07000105,E07000118,1
E07000105,E07000119,1
E07000105,E07000121,1
E07000105,E07000123,4
E07000105,E07000127,4
E07000105,E07000129,2
E07000105,E07000130,1
E07000105,E07000131,2
E07000105,E07000132,1
E07000105,E07000134,4
E07000105,E07000139,3
E07000105,E07000140,3
E07000105,E07000143,1
E07000105,E07000144,1
E07000105,E07000145,1
E07000105,E07000146,1
E07000105,E07000149,1
E07000105,E07000170,3
E07000105,E07000171,1
E07000105,E07000172,1
E07000105,E07000176,1
E07000105,E07000177,1
E07000105,E07000178,7
E07000105,E07000179,1
E07000105,E07000180,3
E07000105,E07000181,1
E07000105,E07000192,1
E07000105,E07000193,3
E07000105,E07000194,1
E07000105,E07000196,2
E07000105,E07000197,5
E07000105,E07000202,7
E07000105,E07000207,18
E07000105,E07000208,9
E07000105,E07000209,25
E07000105,E07000210,23
E07000105,E07000211,63
E07000105,E07000212,12
E07000105,E07000213,40
E07000105,E07000214,3
E07000105,E07000215,26
E07000105,E07000216,3
E07000105,E07000217,5
E07000105,E07000220,2
E07000105,E07000221,5
E07000105,E07000222,11
E07000105,E07000223,5
E07000105,E07000224,3
E07000105,E07000225,6
E07000105,E07000226,86
E07000105,E07000227,10
E07000105,E07000228,22
E07000105,E07000229,10
E07000105,E07000234,1
E07000105,E07000236,2
E07000105,E07000239,1
E07000105,E07000240,8
E07000105,E07000241,15
E07000105,E07000242,3
E07000105,E07000243,4
E07000105,E07000244,4
E07000105,E07000245,1
E07000105,E08000001,5
E07000105,E08000003,12
E07000105,E08000006,3
E07000105,E08000007,2
E07000105,E08000008,2
E07000105,E08000009,2
E07000105,E08000011,2
E07000105,E08000012,1
E07000105,E08000016,2
E07000105,E08000017,4
E07000105,E08000018,1
E07000105,E08000019,3
E07000105,E08000021,2
E07000105,E08000023,1
E07000105,E08000024,1
E07000105,E08000025,15
E07000105,E08000026,3
E07000105,E08000027,3
E07000105,E08000028,3
E07000105,E08000029,3
E07000105,E08000030,1
E07000105,E08000031,3
E07000105,E08000032,2
E07000105,E08000033,3
E07000105,E08000035,8
E07000105,E08000036,2
E07000105,E09000001,655
E07000105,E09000002,17
E07000105,E09000003,19
E07000105,E09000004,141
E07000105,E09000005,20
E07000105,E09000006,187
E07000105,E09000007,287
E07000105,E09000008,70
E07000105,E09000009,30
E07000105,E09000010,12
E07000105,E09000011,118
E07000105,E09000012,59
E07000105,E09000013,64
E07000105,E09000014,26
E07000105,E09000015,9
E07000105,E09000016,34
E07000105,E09000017,42
E07000105,E09000018,42
E07000105,E09000019,180
E07000105,E09000020,41
E07000105,E09000021,21
E07000105,E09000022,141
E07000105,E09000023,83
E07000105,E09000024,39
E07000105,E09000025,44
E07000105,E09000026,27
E07000105,E09000027,17
E07000105,E09000028,273
E07000105,E09000029,39
E07000105,E09000030,352
E07000105,E09000031,21
E07000105,E09000032,54
E07000105,E09000033,693
E07000105,W06000001,2
E07000105,W06000006,1
E07000105,W06000008,1
E07000105,W06000011,4
E07000105,W06000013,1
E07000105,W06000015,4
E07000105,W06000016,1
E07000105,W06000018,5
E07000106,E06000002,2
E07000106,E06000005,2
E07000106,E06000006,1
E07000106,E06000007,6
E07000106,E06000009,1
E07000106,E06000010,1
E07000106,E06000011,3
E07000106,E06000014,4
E07000106,E06000015,4
E07000106,E06000016,10
E07000106,E06000018,3
E07000106,E06000020,2
E07000106,E06000021,3
E07000106,E06000022,4
E07000106,E06000023,11
E07000106,E06000024,1
E07000106,E06000025,12
E07000106,E06000026,12
E07000106,E06000027,1
E07000106,E06000030,7
E07000106,E06000031,1
E07000106,E06000032,11
E07000106,E06000033,21
E07000106,E06000034,64
E07000106,E06000035,1099
E07000106,E06000036,13
E07000106,E06000037,9
E07000106,E06000038,10
E07000106,E06000039,12
E07000106,E06000040,15
E07000106,E06000041,11
E07000106,E06000042,15
E07000106,E06000043,28
E07000106,E06000044,11
E07000106,E06000045,9
E07000106,E06000046,5
E07000106,E06000047,1
E07000106,E06000049,6
E07000106,E06000050,1
E07000106,E06000051,13
E07000106,E06000052,11
E07000106,E06000054,15
E07000106,E06000055,4
E07000106,E06000056,6
E07000106,E06000058,9
E07000106,E06000059,7
E07000106,E06000060,24
E07000106,E06000061,6
E07000106,E06000062,9
E07000106,E06000063,3
E07000106,E06000064,5
E07000106,E06000065,12
E07000106,E06000066,5
E07000106,E07000008,7
E07000106,E07000009,1
E07000106,E07000010,2
E07000106,E07000011,5
E07000106,E07000012,8
E07000106,E07000032,1
E07000106,E07000033,1
E07000106,E07000034,3
E07000106,E07000037,1
E07000106,E07000040,3
E07000106,E07000041,5
E07000106,E07000042,1
E07000106,E07000043,9
E07000106,E07000044,4
E07000106,E07000061,5
E07000106,E07000062,9
E07000106,E07000063,6
E07000106,E07000064,21
E07000106,E07000065,22
E07000106,E07000066,37
E07000106,E07000067,12
E07000106,E07000068,30
E07000106,E07000069,2
E07000106,E07000070,25
E07000106,E07000071,18
E07000106,E07000072,11
E07000106,E07000073,9
E07000106,E07000074,13
E07000106,E07000075,7
E07000106,E07000076,6
E07000106,E07000077,10
E07000106,E07000079,3
E07000106,E07000081,1
E07000106,E07000082,3
E07000106,E07000083,9
E07000106,E07000084,8
E07000106,E07000085,16
E07000106,E07000086,3
E07000106,E07000087,9
E07000106,E07000089,3
E07000106,E07000090,3
E07000106,E07000091,5
E07000106,E07000092,13
E07000106,E07000094,8
E07000106,E07000095,10
E07000106,E07000096,14
E07000106,E07000098,18
E07000106,E07000099,8
E07000106,E07000102,14
E07000106,E07000103,28
E07000106,E07000105,1897
E07000106,E07000106,34548
E07000106,E07000107,310
E07000106,E07000108,2321
E07000106,E07000109,164
E07000106,E07000110,1090
E07000106,E07000111,111
E07000106,E07000112,1097
E07000106,E07000113,2367
E07000106,E07000114,2232
E07000106,E07000115,487
E07000106,E07000116,108
E07000106,E07000119,1
E07000106,E07000121,2
E07000106,E07000123,2
E07000106,E07000126,1
E07000106,E07000129,1
E07000106,E07000130,1
E07000106,E07000134,4
E07000106,E07000135,6
E07000106,E07000137,1
E07000106,E07000139,3
E07000106,E07000140,3
E07000106,E07000141,4
E07000106,E07000143,4
E07000106,E07000145,1
E07000106,E07000146,3
E07000106,E07000148,11
E07000106,E07000149,2
E07000106,E07000170,3
E07000106,E07000172,1
E07000106,E07000176,1
E07000106,E07000177,3
E07000106,E07000178,14
E07000106,E07000179,11
E07000106,E07000180,8
E07000106,E07000181,4
E07000106,E07000193,2
E07000106,E07000194,1
E07000106,E07000197,1
E07000106,E07000198,4
E07000106,E07000200,3
E07000106,E07000202,6
E07000106,E07000203,10
E07000106,E07000207,15
E07000106,E07000208,10
E07000106,E07000209,22
E07000106,E07000210,15
E07000106,E07000211,122
E07000106,E07000212,14
E07000106,E07000213,13
E07000106,E07000214,13
E07000106,E07000215,24
E07000106,E07000216,7
E07000106,E07000217,25
E07000106,E07000220,2
E07000106,E07000221,3
E07000106,E07000222,5
E07000106,E07000223,3
E07000106,E07000224,8
E07000106,E07000225,7
E07000106,E07000226,50
E07000106,E07000227,9
E07000106,E07000228,8
E07000106,E07000229,12
E07000106,E07000234,2
E07000106,E07000237,2
E07000106,E07000240,10
E07000106,E07000241,12
E07000106,E07000242,8
E07000106,E07000243,13
E07000106,E07000244,8
E07000106,E07000245,7
E07000106,E08000001,2
E07000106,E08000002,2
E07000106,E08000003,11
E07000106,E08000006,3
E07000106,E08000007,3
E07000106,E08000008,2
E07000106,E08000009,3
E07000106,E08000010,2
E07000106,E08000014,3
E07000106,E08000016,2
E07000106,E08000017,4
E07000106,E08000018,5
E07000106,E08000019,5
E07000106,E08000021,3
E07000106,E08000022,3
E07000106,E08000023,1
E07000106,E08000025,11
E07000106,E08000026,4
E07000106,E08000027,3
E07000106,E08000028,3
E07000106,E08000029,3
E07000106,E08000030,3
E07000106,E08000031,1
E07000106,E08000032,11
E07000106,E08000033,5
E07000106,E08000034,3
E07000106,E08000035,13
E07000106,E08000036,1
E07000106,E09000001,422
E07000106,E09000002,26
E07000106,E09000003,15
E07000106,E09000004,170
E07000106,E09000005,21
E07000106,E09000006,152
E07000106,E09000007,240
E07000106,E09000008,65
E07000106,E09000009,37
E07000106,E09000010,25
E07000106,E09000011,144
E07000106,E09000012,50
E07000106,E09000013,83
E07000106,E09000014,26
E07000106,E09000015,10
E07000106,E09000016,35
E07000106,E09000017,35
E07000106,E09000018,31
E07000106,E09000019,127
E07000106,E09000020,57
E07000106,E09000021,15
E07000106,E09000022,91
E07000106,E09000023,78
E07000106,E09000024,37
E07000106,E09000025,67
E07000106,E09000026,19
E07000106,E09000027,20
E07000106,E09000028,225
E07000106,E09000029,25
E07000106,E09000030,224
E07000106,E09000031,20
E07000106,E09000032,43
E07000106,E09000033,556
E07000106,W06000002,1
E07000106,W06000004,2
E07000106,W06000005,2
E07000106,W06000006,3
E07000106,W06000008,2
E07000106,W06000009,3
E07000106,W06000011,3
E07000106,W06000012,1
E07000106,W06000013,1
E07000106,W06000014,1
E07000106,W06000015,3
E07000106,W06000018,2
E07000106,W06000019,1
E07000106,W06000020,1
E07000106,W06000021,1
E07000106,W06000022,2
E07000107,E06000002,1
E07000107,E06000006,1
E07000107,E06000007,9
E07000107,E06000009,1
E07000107,E06000010,1
E07000107,E06000011,2
E07000107,E06000013,3
E07000107,E06000014,1
E07000107,E06000016,2
E07000107,E06000018,4
E07000107,E06000020,1
E07000107,E06000022,6
E07000107,E06000023,9
E07000107,E06000024,3
E07000107,E06000025,8
E07000107,E06000026,2
E07000107,E06000027,1
E07000107,E06000030,2
E07000107,E06000031,4
E07000107,E06000032,17
E07000107,E06000033,18
E07000107,E06000034,434
E07000107,E06000035,811
E07000107,E06000036,10
E07000107,E06000037,5
E07000107,E06000038,9
E07000107,E06000039,10
E07000107,E06000040,8
E07000107,E06000041,15
E07000107,E06000042,7
E07000107,E06000043,10
E07000107,E06000044,5
E07000107,E06000047,2
E07000107,E06000049,2
E07000107,E06000051,7
E07000107,E06000052,4
E07000107,E06000054,12
E07000107,E06000055,2
E07000107,E06000056,3
E07000107,E06000057,3
E07000107,E06000058,4
E07000107,E06000059,2
E07000107,E06000060,28
E07000107,E06000061,6
E07000107,E06000062,21
E07000107,E06000063,1
E07000107,E06000064,2
E07000107,E06000065,3
E07000107,E06000066,8
E07000107,E07000008,5
E07000107,E07000009,1
E07000107,E07000010,1
E07000107,E07000011,2
E07000107,E07000012,4
E07000107,E07000032,4
E07000107,E07000034,1
E07000107,E07000037,1
E07000107,E07000039,1
E07000107,E07000040,3
E07000107,E07000043,2
E07000107,E07000047,1
E07000107,E07000061,4
E07000107,E07000062,4
E07000107,E07000063,3
E07000107,E07000064,4
E07000107,E07000065,12
E07000107,E07000066,137
E07000107,E07000067,10
E07000107,E07000068,68
E07000107,E07000069,18
E07000107,E07000070,55
E07000107,E07000071,8
E07000107,E07000072,50
E07000107,E07000073,25
E07000107,E07000074,4
E07000107,E07000075,10
E07000107,E07000076,1
E07000107,E07000077,8
E07000107,E07000078,2
E07000107,E07000079,1
E07000107,E07000081,1
E07000107,E07000082,1
E07000107,E07000083,2
E07000107,E07000084,8
E07000107,E07000085,7
E07000107,E07000086,1
E07000107,E07000087,4
E07000107,E07000089,5
E07000107,E07000090,1
E07000107,E07000091,8
E07000107,E07000092,5
E07000107,E07000093,3
E07000107,E07000094,3
E07000107,E07000095,26
E07000107,E07000096,12
E07000107,E07000098,14
E07000107,E07000099,6
E07000107,E07000102,18
E07000107,E07000103,21
E07000107,E07000105,68
E07000107,E07000106,62
E07000107,E07000107,13901
E07000107,E07000108,14
E07000107,E07000109,1929
E07000107,E07000110,370
E07000107,E07000111,1853
E07000107,E07000112,34
E07000107,E07000113,160
E07000107,E07000114,16
E07000107,E07000115,577
E07000107,E07000116,131
E07000107,E07000123,3
E07000107,E07000126,1
E07000107,E07000127,1
E07000107,E07000130,1
E07000107,E07000132,1
E07000107,E07000134,2
E07000107,E07000139,1
E07000107,E07000143,2
E07000107,E07000144,1
E07000107,E07000146,4
E07000107,E07000147,1
E07000107,E07000149,1
E07000107,E07000170,1
E07000107,E07000171,1
E07000107,E07000172,1
E07000107,E07000173,3
E07000107,E07000175,2
E07000107,E07000176,1
E07000107,E07000177,2
E07000107,E07000178,2
E07000107,E07000179,3
E07000107,E07000181,3
E07000107,E07000193,1
E07000107,E07000194,1
E07000107,E07000196,2
E07000107,E07000197,6
E07000107,E07000198,1
E07000107,E07000199,1
E07000107,E07000200,2
E07000107,E07000202,10
E07000107,E07000207,15
E07000107,E07000208,15
E07000107,E07000209,9
E07000107,E07000210,24
E07000107,E07000211,72
E07000107,E07000212,36
E07000107,E07000213,19
E07000107,E07000214,12
E07000107,E07000215,36
E07000107,E07000216,5
E07000107,E07000217,13
E07000107,E07000221,2
E07000107,E07000222,4
E07000107,E07000223,5
E07000107,E07000224,1
E07000107,E07000225,4
E07000107,E07000226,75
E07000107,E07000227,11
E07000107,E07000228,19
E07000107,E07000229,2
E07000107,E07000235,1
E07000107,E07000237,1
E07000107,E07000240,10
E07000107,E07000241,19
E07000107,E07000242,16
E07000107,E07000243,9
E07000107,E07000244,4
E07000107,E07000245,7
E07000107,E08000001,2
E07000107,E08000003,3
E07000107,E08000005,3
E07000107,E08000006,4
E07000107,E08000009,2
E07000107,E08000010,3
E07000107,E08000011,1
E07000107,E08000012,3
E07000107,E08000013,2
E07000107,E08000016,1
E07000107,E08000017,4
E07000107,E08000018,2
E07000107,E08000019,5
E07000107,E08000021,7
E07000107,E08000022,1
E07000107,E08000024,2
E07000107,E08000025,10
E07000107,E08000027,2
E07000107,E08000028,2
E07000107,E08000029,4
E07000107,E08000030,9
E07000107,E08000031,1
E07000107,E08000032,5
E07000107,E08000033,3
E07000107,E08000034,1
E07000107,E08000035,9
E07000107,E08000036,1
E07000107,E09000001,1755
E07000107,E09000002,174
E07000107,E09000003,61
E07000107,E09000004,5065
E07000107,E09000005,42
E07000107,E09000006,1565
E07000107,E09000007,689
E07000107,E09000008,172
E07000107,E09000009,52
E07000107,E09000010,60
E07000107,E09000011,1797
E07000107,E09000012,196
E07000107,E09000013,118
E07000107,E09000014,52
E07000107,E09000015,20
E07000107,E09000016,150
E07000107,E09000017,38
E07000107,E09000018,49
E07000107,E09000019,431
E07000107,E09000020,157
E07000107,E09000021,28
E07000107,E09000022,510
E07000107,E09000023,764
E07000107,E09000024,66
E07000107,E09000025,250
E07000107,E09000026,61
E07000107,E09000027,27
E07000107,E09000028,1162
E07000107,E09000029,59
E07000107,E09000030,1187
E07000107,E09000031,85
E07000107,E09000032,176
E07000107,E09000033,2127
E07000107,W06000006,20
E07000107,W06000009,5
E07000107,W06000011,1
E07000107,W06000015,2
E07000107,W06000018,1
E07000107,W06000022,1
E07000107,W06000024,2
E07000108,E06000002,1
E07000108,E06000005,2
E07000108,E06000007,3
E07000108,E06000008,1
E07000108,E06000011,1
E07000108,E06000014,1
E07000108,E06000015,6
E07000108,E06000016,3
E07000108,E06000017,1
E07000108,E06000018,3
E07000108,E06000019,3
E07000108,E06000020,1
E07000108,E06000021,2
E07000108,E06000022,4
E07000108,E06000023,4
E07000108,E06000024,1
E07000108,E06000025,5
E07000108,E06000026,9
E07000108,E06000027,4
E07000108,E06000030,3
E07000108,E06000031,2
E07000108,E06000032,9
E07000108,E06000033,8
E07000108,E06000034,19
E07000108,E06000035,272
E07000108,E06000036,4
E07000108,E06000037,7
E07000108,E06000038,7
E07000108,E06000039,15
E07000108,E06000040,9
E07000108,E06000041,5
E07000108,E06000042,8
E07000108,E06000043,3
E07000108,E06000044,19
E07000108,E06000045,15
E07000108,E06000047,1
E07000108,E06000049,2
E07000108,E06000050,1
E07000108,E06000051,8
E07000108,E06000052,13
E07000108,E06000054,17
E07000108,E06000055,2
E07000108,E06000056,9
E07000108,E06000057,1
E07000108,E06000059,15
E07000108,E06000060,18
E07000108,E06000061,6
E07000108,E06000062,5
E07000108,E06000063,3
E07000108,E06000064,4
E07000108,E06000065,9
E07000108,E06000066,8
E07000108,E07000008,4
E07000108,E07000011,5
E07000108,E07000012,3
E07000108,E07000037,2
E07000108,E07000040,4
E07000108,E07000041,1
E07000108,E07000043,6
E07000108,E07000044,5
E07000108,E07000062,26
E07000108,E07000063,3
E07000108,E07000064,25
E07000108,E07000065,13
E07000108,E07000066,16
E07000108,E07000067,5
E07000108,E07000068,2
E07000108,E07000069,4
E07000108,E07000070,5
E07000108,E07000071,12
E07000108,E07000072,3
E07000108,E07000073,3
E07000108,E07000074,2
E07000108,E07000075,5
E07000108,E07000076,5
E07000108,E07000077,12
E07000108,E07000078,1
E07000108,E07000079,3
E07000108,E07000082,1
E07000108,E07000083,3
E07000108,E07000084,5
E07000108,E07000085,1
E07000108,E07000086,5
E07000108,E07000087,7
E07000108,E07000088,3
E07000108,E07000089,4
E07000108,E07000091,5
E07000108,E07000092,8
E07000108,E07000093,4
E07000108,E07000094,3
E07000108,E07000095,4
E07000108,E07000096,8
E07000108,E07000098,4
E07000108,E07000099,2
E07000108,E07000102,9
E07000108,E07000103,15
E07000108,E07000105,1379
E07000108,E07000106,4896
E07000108,E07000107,74
E07000108,E07000108,24003
E07000108,E07000109,61
E07000108,E07000110,551
E07000108,E07000111,41
E07000108,E07000112,4572
E07000108,E07000113,465
E07000108,E07000114,1899
E07000108,E07000115,181
E07000108,E07000116,53
E07000108,E07000119,3
E07000108,E07000123,1
E07000108,E07000124,4
E07000108,E07000127,1
E07000108,E07000130,3
E07000108,E07000132,2
E07000108,E07000134,4
E07000108,E07000135,1
E07000108,E07000137,1
E07000108,E07000139,1
E07000108,E07000140,2
E07000108,E07000141,1
E07000108,E07000143,3
E07000108,E07000145,3
E07000108,E07000147,4
E07000108,E07000149,1
E07000108,E07000170,1
E07000108,E07000171,3
E07000108,E07000172,1
E07000108,E07000173,1
E07000108,E07000175,1
E07000108,E07000177,9
E07000108,E07000178,3
E07000108,E07000179,6
E07000108,E07000180,7
E07000108,E07000181,1
E07000108,E07000192,1
E07000108,E07000193,1
E07000108,E07000196,1
E07000108,E07000197,2
E07000108,E07000200,5
E07000108,E07000202,3
E07000108,E07000207,7
E07000108,E07000208,3
E07000108,E07000209,10
E07000108,E07000210,9
E07000108,E07000211,109
E07000108,E07000212,10
E07000108,E07000213,10
E07000108,E07000214,11
E07000108,E07000215,13
E07000108,E07000216,5
E07000108,E07000217,12
E07000108,E07000220,3
E07000108,E07000221,1
E07000108,E07000222,3
E07000108,E07000223,1
E07000108,E07000224,9
E07000108,E07000225,2
E07000108,E07000226,46
E07000108,E07000227,16
E07000108,E07000228,4
E07000108,E07000229,4
E07000108,E07000235,2
E07000108,E07000241,11
E07000108,E07000242,3
E07000108,E07000243,9
E07000108,E07000244,6
E07000108,E07000245,4
E07000108,E08000001,4
E07000108,E08000002,1
E07000108,E08000003,3
E07000108,E08000004,1
E07000108,E08000005,1
E07000108,E08000006,3
E07000108,E08000007,7
E07000108,E08000008,1
E07000108,E08000009,1
E07000108,E08000010,4
E07000108,E08000012,1
E07000108,E08000017,1
E07000108,E08000018,4
E07000108,E08000019,1
E07000108,E08000021,2
E07000108,E08000022,2
E07000108,E08000025,10
E07000108,E08000026,4
E07000108,E08000028,2
E07000108,E08000029,1
E07000108,E08000030,3
E07000108,E08000032,12
E07000108,E08000033,1
E07000108,E08000034,1
E07000108,E08000035,12
E07000108,E08000036,1
E07000108,E09000001,114
E07000108,E09000002,14
E07000108,E09000003,7
E07000108,E09000004,47
E07000108,E09000005,5
E07000108,E09000006,68
E07000108,E09000007,86
E07000108,E09000008,13
E07000108,E09000009,12
E07000108,E09000010,7
E07000108,E09000011,43
E07000108,E09000012,28
E07000108,E09000013,20
E07000108,E09000014,4
E07000108,E09000015,5
E07000108,E09000016,12
E07000108,E09000017,28
E07000108,E09000018,21
E07000108,E09000019,61
E07000108,E09000020,29
E07000108,E09000021,10
E07000108,E09000022,43
E07000108,E09000023,28
E07000108,E09000024,9
E07000108,E09000025,29
E07000108,E09000026,5
E07000108,E09000027,7
E07000108,E09000028,71
E07000108,E09000029,20
E07000108,E09000030,84
E07000108,E09000031,6
E07000108,E09000032,12
E07000108,E09000033,196
E07000108,W06000005,1
E07000108,W06000011,2
E07000108,W06000014,4
E07000108,W06000015,3
E07000108,W06000018,1
E07000108,W06000020,2
E07000108,W06000022,3
E07000108,W06000023,1
E07000109,E06000007,4
E07000109,E06000008,1
E07000109,E06000010,2
E07000109,E06000011,3
E07000109,E06000012,1
E07000109,E06000013,1
E07000109,E06000014,1
E07000109,E06000015,4
E07000109,E06000016,4
E07000109,E06000017,2
E07000109,E06000018,3
E07000109,E06000020,1
E07000109,E06000021,2
E07000109,E06000022,4
E07000109,E06000023,2
E07000109,E06000024,7
E07000109,E06000025,1
E07000109,E06000026,3
E07000109,E06000030,4
E07000109,E06000031,6
E07000109,E06000032,10
E07000109,E06000033,14
E07000109,E06000034,532
E07000109,E06000035,2389
E07000109,E06000036,13
E07000109,E06000037,9
E07000109,E06000038,8
E07000109,E06000039,25
E07000109,E06000040,18
E07000109,E06000041,13
E07000109,E06000042,10
E07000109,E06000043,8
E07000109,E06000044,7
E07000109,E06000045,8
E07000109,E06000047,11
E07000109,E06000049,1
E07000109,E06000050,3
E07000109,E06000051,3
E07000109,E06000052,10
E07000109,E06000054,13
E07000109,E06000055,5
E07000109,E06000056,12
E07000109,E06000058,5
E07000109,E06000059,6
E07000109,E06000060,25
E07000109,E06000061,3
E07000109,E06000062,7
E07000109,E06000064,1
E07000109,E06000065,6
E07000109,E06000066,3
E07000109,E07000008,11
E07000109,E07000009,1
E07000109,E07000011,4
E07000109,E07000012,5
E07000109,E07000032,2
E07000109,E07000035,1
E07000109,E07000036,2
E07000109,E07000039,3
E07000109,E07000040,1
E07000109,E07000041,2
E07000109,E07000043,3
E07000109,E07000044,1
E07000109,E07000045,1
E07000109,E07000062,5
E07000109,E07000063,10
E07000109,E07000064,7
E07000109,E07000065,17
E07000109,E07000066,97
E07000109,E07000067,10
E07000109,E07000068,63
E07000109,E07000069,7
E07000109,E07000070,29
E07000109,E07000071,13
E07000109,E07000072,30
E07000109,E07000073,16
E07000109,E07000074,7
E07000109,E07000075,5
E07000109,E07000076,2
E07000109,E07000077,14
E07000109,E07000079,1
E07000109,E07000081,7
E07000109,E07000082,1
E07000109,E07000083,1
E07000109,E07000084,15
E07000109,E07000085,6
E07000109,E07000086,5
E07000109,E07000087,2
E07000109,E07000088,3
E07000109,E07000089,8
E07000109,E07000090,2
E07000109,E07000091,3
E07000109,E07000092,4
E07000109,E07000093,2
E07000109,E07000094,3
E07000109,E07000095,15
E07000109,E07000096,7
E07000109,E07000098,16
E07000109,E07000099,4
E07000109,E07000102,23
E07000109,E07000103,17
E07000109,E07000105,97
E07000109,E07000106,97
E07000109,E07000107,6710
E07000109,E07000108,47
E07000109,E07000109,12990
E07000109,E07000110,901
E07000109,E07000111,1148
E07000109,E07000112,77
E07000109,E07000113,436
E07000109,E07000114,24
E07000109,E07000115,1138
E07000109,E07000116,292
E07000109,E07000121,2
E07000109,E07000122,4
E07000109,E07000123,1
E07000109,E07000129,3
E07000109,E07000130,1
E07000109,E07000131,1
E07000109,E07000134,4
E07000109,E07000137,2
E07000109,E07000139,2
E07000109,E07000141,1
E07000109,E07000142,2
E07000109,E07000143,1
E07000109,E07000144,1
E07000109,E07000146,1
E07000109,E07000147,1
E07000109,E07000148,2
E07000109,E07000149,4
E07000109,E07000170,1
E07000109,E07000172,1
