outla,inla,moves
E06000050,E08000027,14.7283
E06000050,E08000028,10.065
E06000050,E08000029,8.3127
E06000050,E08000030,18.538700000000002
E06000050,E08000031,19.2161
E06000050,E08000032,45.5608
E06000050,E08000033,25.970599999999997
E06000050,E08000034,30.1064
E06000050,E08000035,75.64609999999999
E06000050,E08000036,24.2963
E06000050,E08000037,7.803100000000001
E06000050,E09000002,7.2090000000000005
E06000050,E09000003,10.345200000000002
E06000050,E09000004,5.648899999999999
E06000050,E09000005,21.0318
E06000050,E09000006,14.7598
E06000050,E09000007,15.680200000000003
E06000050,E09000008,15.894899999999998
E06000050,E09000009,20.5005
E06000050,E09000010,12.9819
E06000050,E09000011,18.0805
E06000050,E09000012,22.2256
E06000050,E09000013,9.6584
E06000050,E09000014,11.6174
E06000050,E09000015,9.7685
E06000050,E09000017,7.492999999999999
E06000050,E09000018,14.6158
E06000050,E09000019,10.834900000000001
E06000050,E09000020,7.794700000000001
E06000050,E09000021,6.3176
E06000050,E09000022,44.563900000000004
E06000050,E09000023,18.0693
E06000050,E09000024,9.665299999999998
E06000050,E09000025,9.3569
E06000050,E09000026,9.4657
E06000050,E09000027,13.7959
E06000050,E09000028,21.727
E06000050,E09000029,3.6165
E06000050,E09000030,36.26519999999999
E06000050,E09000031,8.2976
E06000050,E09000032,28.920899999999996
E06000050,E09000033,13.0243
E06000050,W06000001,64.78649999999999
E06000050,W06000002,82.0755
E06000050,W06000003,136.1851
E06000050,W06000004,158.35250000000002
E06000050,W06000005,927.4802000000001
E06000050,W06000006,387.2464
E06000050,W06000008,8.711500000000001
E06000050,W06000009,3.7084
E06000050,W06000010,8.6218
E06000050,W06000011,18.7961
E06000050,W06000012,4.6939
E06000050,W06000013,8.235899999999999
E06000050,W06000014,7.7881
E06000050,W06000015,26.7425
E06000050,W06000016,3.8171
E06000050,W06000018,3.4292
E06000050,W06000019,2.2695999999999996
E06000050,W06000020,1.1266
E06000050,W06000021,5.699
E06000050,W06000022,5.6977
E06000050,W06000023,26.112099999999998
E06000050,W06000024,1.2885
E06000051,E06000001,2.5053
E06000051,E06000002,3.9012000000000002
E06000051,E06000003,2.5937
E06000051,E06000004,5.1956
E06000051,E06000005,4.9433
E06000051,E06000006,12.980599999999999
E06000051,E06000007,21.2237
E06000051,E06000008,3.8155
E06000051,E06000009,11.1269
E06000051,E06000010,3.8375000000000004
E06000051,E06000011,24.3047
E06000051,E06000012,1.1691
E06000051,E06000014,7.7646999999999995
E06000051,E06000015,12.983899999999998
E06000051,E06000016,7.8015
E06000051,E06000017,3.9303
E06000051,E06000018,21.6664
E06000051,E06000019,250.46399999999997
E06000051,E06000020,1138.7626
E06000051,E06000021,59.6694
E06000051,E06000022,24.810699999999997
E06000051,E06000023,58.9201
E06000051,E06000024,5.212199999999999
E06000051,E06000025,17.0197
E06000051,E06000026,14.079400000000001
E06000051,E06000027,4.2486
E06000051,E06000030,7.6871
E06000051,E06000031,4.1589
E06000051,E06000032,3.5338000000000003
E06000051,E06000033,3.7385
E06000051,E06000035,2.4450000000000003
E06000051,E06000036,1.0815
E06000051,E06000037,7.6521
E06000051,E06000038,6.5774
E06000051,E06000039,1.0839
E06000051,E06000040,12.0435
E06000051,E06000041,2.178
E06000051,E06000042,11.8723
E06000051,E06000043,14.6343
E06000051,E06000044,9.9011
E06000051,E06000045,7.4235
E06000051,E06000046,7.386699999999999
E06000051,E06000047,23.8397
E06000051,E06000049,205.5387
E06000051,E06000050,198.4153
E06000051,E06000051,5505.253408668118
E06000051,E06000052,70.2963
E06000051,E06000054,50.3579
E06000051,E06000055,8.218
E06000051,E06000056,9.3465
E06000051,E06000057,20.1212
E06000051,E06000058,20.4314
E06000051,E06000059,32.099199999999996
E06000051,E06000060,35.6419
E06000051,E06000061,12.0922
E06000051,E06000062,13.311200000000001
E06000051,E06000063,27.244799999999998
E06000051,E06000064,21.6036
E06000051,E06000065,70.9772
E06000051,E06000066,61.436099999999996
E06000051,E07000008,18.136400000000002
E06000051,E07000009,1.4215
E06000051,E07000010,8.3369
E06000051,E07000011,11.2453
E06000051,E07000012,5.588299999999999
E06000051,E07000032,25.897
E06000051,E07000033,5.4955
E06000051,E07000034,4.3511
E06000051,E07000035,12.6647
E06000051,E07000036,6.5045
E06000051,E07000037,4.210500000000001
E06000051,E07000038,5.6136
E06000051,E07000039,6.3697
E06000051,E07000040,15.5774
E06000051,E07000041,5.6558
E06000051,E07000042,4.3643
E06000051,E07000043,19.883
E06000051,E07000044,7.1539
E06000051,E07000045,22.568600000000004
E06000051,E07000046,22.6519
E06000051,E07000047,11.296199999999999
E06000051,E07000061,4.9317
E06000051,E07000062,2.4533
E06000051,E07000063,6.1573
E06000051,E07000064,4.8453
E06000051,E07000065,7.2814000000000005
E06000051,E07000066,3.7486
E06000051,E07000067,3.6441
E06000051,E07000068,1.2596
E06000051,E07000070,1.2189
E06000051,E07000071,6.0311
E06000051,E07000073,2.3943
E06000051,E07000074,2.4007
E06000051,E07000075,1.2676
E06000051,E07000076,9.5359
E06000051,E07000077,4.8182
E06000051,E07000078,15.8763
E06000051,E07000079,30.5464
E06000051,E07000080,9.2503
E06000051,E07000081,17.291
E06000051,E07000082,5.2758
E06000051,E07000083,13.254399999999999
E06000051,E07000084,4.9367
E06000051,E07000085,7.3484
E06000051,E07000086,6.228400000000001
E06000051,E07000087,3.7205000000000004
E06000051,E07000088,3.6593
E06000051,E07000089,3.7047
E06000051,E07000091,3.6737
E06000051,E07000092,2.4212
E06000051,E07000093,4.931
E06000051,E07000094,14.8287
E06000051,E07000096,1.1825
E06000051,E07000099,9.547699999999999
E06000051,E07000102,3.6061
E06000051,E07000103,7.1234
E06000051,E07000105,4.9238
E06000051,E07000106,7.3732
E06000051,E07000107,2.4621
E06000051,E07000109,3.7701000000000002
E06000051,E07000110,7.373700000000001
E06000051,E07000111,2.4726
E06000051,E07000112,3.7157
E06000051,E07000113,2.4011
E06000051,E07000115,1.2403
E06000051,E07000116,2.4614000000000003
E06000051,E07000117,2.5579
E06000051,E07000118,7.0878
E06000051,E07000119,14.8611
E06000051,E07000120,3.7936999999999994
E06000051,E07000121,17.0027
E06000051,E07000122,6.364400000000001
E06000051,E07000124,1.2668
E06000051,E07000125,1.2572
E06000051,E07000126,9.969199999999999
E06000051,E07000127,11.469100000000001
E06000051,E07000128,12.462299999999999
E06000051,E07000129,3.8235
E06000051,E07000130,8.971900000000002
E06000051,E07000131,5.039300000000001
E06000051,E07000132,3.8335
E06000051,E07000133,3.8251
E06000051,E07000134,6.3896
E06000051,E07000135,2.4974
E06000051,E07000136,4.0915
E06000051,E07000137,6.7982000000000005
E06000051,E07000138,2.7349
E06000051,E07000139,20.4351
E06000051,E07000140,4.082
E06000051,E07000141,8.1501
E06000051,E07000142,6.96
E06000051,E07000143,9.1562
E06000051,E07000144,8.037700000000001
E06000051,E07000145,1.3927
E06000051,E07000146,9.2844
E06000051,E07000147,10.5913
E06000051,E07000149,6.6044
E06000051,E07000170,3.8145999999999995
E06000051,E07000171,2.524
E06000051,E07000172,2.5290999999999997
E06000051,E07000173,5.0643
E06000051,E07000174,7.5727
E06000051,E07000175,1.2655
E06000051,E07000176,7.647399999999999
E06000051,E07000177,6.4031
E06000051,E07000178,19.1863
E06000051,E07000179,24.348300000000002
E06000051,E07000180,11.608
E06000051,E07000181,21.8072
E06000051,E07000192,40.182
E06000051,E07000193,20.224500000000003
E06000051,E07000194,17.6114
E06000051,E07000195,128.25
E06000051,E07000196,192.37
E06000051,E07000197,99.6505
E06000051,E07000198,25.942100000000003
E06000051,E07000199,8.7723
E06000051,E07000200,1.4694
E06000051,E07000202,7.3251
E06000051,E07000203,5.8661
E06000051,E07000207,8.7751
E06000051,E07000208,1.2415
E06000051,E07000209,2.4689
E06000051,E07000210,3.7075
E06000051,E07000211,6.1642
E06000051,E07000212,4.9426000000000005
E06000051,E07000213,2.4687
E06000051,E07000214,4.973599999999999
E06000051,E07000216,3.7041999999999997
E06000051,E07000217,2.4766000000000004
E06000051,E07000218,8.7599
E06000051,E07000219,9.9147
E06000051,E07000220,6.3422
E06000051,E07000221,29.8748
E06000051,E07000222,23.871499999999997
E06000051,E07000223,1.2183
E06000051,E07000224,4.8582
E06000051,E07000225,14.583400000000001
E06000051,E07000227,9.699300000000001
E06000051,E07000228,9.6454
E06000051,E07000229,8.4941
E06000051,E07000234,26.8219
E06000051,E07000235,104.2678
E06000051,E07000236,2.5915
E06000051,E07000237,49.3665
E06000051,E07000238,42.157599999999995
E06000051,E07000239,161.48559999999998
E06000051,E07000240,3.6582
E06000051,E07000242,8.2415
E06000051,E07000243,1.1821
E06000051,E07000244,22.1778
E06000051,E07000245,10.1382
E06000051,E08000001,10.922
E06000051,E08000002,9.6209
E06000051,E08000003,69.49119999999999
E06000051,E08000004,2.6367000000000003
E06000051,E08000005,4.8293
E06000051,E08000006,37.087599999999995
E06000051,E08000007,22.297000000000004
E06000051,E08000008,7.727500000000001
E06000051,E08000009,10.9723
E06000051,E08000010,14.6873
E06000051,E08000011,3.1298
E06000051,E08000012,55.682
E06000051,E08000013,3.1194
E06000051,E08000014,23.0306
E06000051,E08000015,45.856
E06000051,E08000016,9.012599999999999
E06000051,E08000017,11.3917
E06000051,E08000018,5.523
E06000051,E08000019,36.9656
E06000051,E08000021,6.328899999999999
E06000051,E08000022,2.5263999999999998
E06000051,E08000023,6.4498
E06000051,E08000024,8.805399999999999
E06000051,E08000025,142.7784
E06000051,E08000026,20.609099999999998
E06000051,E08000027,91.3764
E06000051,E08000028,33.9443
E06000051,E08000029,24.6616
E06000051,E08000030,31.9602
E06000051,E08000031,138.561
E06000051,E08000032,7.7858
E06000051,E08000033,9.7562
E06000051,E08000034,7.353299999999999
E06000051,E08000035,46.977000000000004
E06000051,E08000036,4.9923
E06000051,E08000037,2.1274
E06000051,E09000002,1.2605
E06000051,E09000003,9.218599999999999
E06000051,E09000004,2.6344000000000003
E06000051,E09000005,7.6373999999999995
E06000051,E09000006,3.9494
E06000051,E09000007,16.3335
E06000051,E09000008,7.0929
E06000051,E09000009,8.5731
E06000051,E09000010,5.2745999999999995
E06000051,E09000011,6.666600000000001
E06000051,E09000012,10.4254
E06000051,E09000013,28.1851
E06000051,E09000014,21.030700000000003
E06000051,E09000016,5.040299999999999
E06000051,E09000017,6.9277
E06000051,E09000018,8.5473
E06000051,E09000019,20.096899999999998
E06000051,E09000020,9.388300000000001
E06000051,E09000021,6.1846
E06000051,E09000022,38.3946
E06000051,E09000023,8.368400000000001
E06000051,E09000024,10.806000000000001
E06000051,E09000025,14.3905
E06000051,E09000026,9.1236
E06000051,E09000027,9.8209
E06000051,E09000028,21.5504
E06000051,E09000029,1.2042
E06000051,E09000030,19.5625
E06000051,E09000031,6.7934
E06000051,E09000032,27.6135
E06000051,E09000033,5.8741
E06000051,W06000001,25.9627
E06000051,W06000002,89.9632
E06000051,W06000003,56.2385
E06000051,W06000004,44.3558
E06000051,W06000005,57.2989
E06000051,W06000006,327.72180000000003
E06000051,W06000008,61.900400000000005
E06000051,W06000009,18.1879
E06000051,W06000010,24.5805
E06000051,W06000011,22.5136
E06000051,W06000012,2.8128
E06000051,W06000013,12.7058
E06000051,W06000014,19.5072
E06000051,W06000015,21.8963
E06000051,W06000016,5.1652
E06000051,W06000018,2.2973
E06000051,W06000019,6.8811
E06000051,W06000020,5.8039000000000005
E06000051,W06000021,19.8137
E06000051,W06000022,8.0695
E06000051,W06000023,523.0998
E06000051,W06000024,3.7859
E06000052,E06000001,8.8466
E06000052,E06000002,8.761199999999999
E06000052,E06000003,12.846499999999999
E06000052,E06000004,8.7156
E06000052,E06000005,11.518
E06000052,E06000006,7.8847000000000005
E06000052,E06000007,22.450200000000002
E06000052,E06000008,9.394400000000001
E06000052,E06000009,17.5393
E06000052,E06000010,11.848300000000002
E06000052,E06000011,66.5812
E06000052,E06000012,12.0424
E06000052,E06000013,9.365
E06000052,E06000014,24.110400000000002
E06000052,E06000015,23.2421
E06000052,E06000016,29.4466
E06000052,E06000017,9.6993
E06000052,E06000018,28.1908
E06000052,E06000019,75.31700000000001
E06000052,E06000020,18.5612
E06000052,E06000021,18.9499
E06000052,E06000022,103.996
E06000052,E06000023,352.9775
E06000052,E06000024,102.7586
E06000052,E06000025,94.83319999999999
E06000052,E06000026,1089.2365000000002
E06000052,E06000027,122.1012
E06000052,E06000030,42.5041
E06000052,E06000031,16.283
E06000052,E06000032,4.9329
E06000052,E06000033,15.976299999999998
E06000052,E06000034,4.942500000000001
E06000052,E06000035,27.1892
E06000052,E06000036,12.677700000000002
E06000052,E06000037,31.593799999999998
E06000052,E06000038,17.509300000000003
E06000052,E06000039,7.607799999999999
E06000052,E06000040,22.6675
E06000052,E06000041,26.4133
E06000052,E06000042,29.6652
E06000052,E06000043,76.5857
E06000052,E06000044,34.516099999999994
E06000052,E06000045,57.766799999999996
E06000052,E06000046,30.748399999999997
E06000052,E06000047,38.1087
E06000052,E06000049,78.6761
E06000052,E06000050,34.970200000000006
E06000052,E06000051,102.2593
E06000052,E06000052,14031.643891618329
E06000052,E06000053,55.8086
E06000052,E06000054,168.10660000000001
E06000052,E06000055,23.2356
E06000052,E06000056,48.9269
E06000052,E06000057,20.9008
E06000052,E06000058,116.2544
E06000052,E06000059,193.1886
E06000052,E06000060,90.8373
E06000052,E06000061,34.016600000000004
E06000052,E06000062,65.7963
E06000052,E06000063,34.9152
E06000052,E06000064,48.9002
E06000052,E06000065,101.7405
E06000052,E06000066,375.8669
E06000052,E07000008,31.240899999999996
E06000052,E07000009,16.2593
E06000052,E07000010,14.8662
E06000052,E07000011,24.4541
E06000052,E07000012,23.097500000000004
E06000052,E07000032,13.541599999999999
E06000052,E07000033,4.448300000000001
E06000052,E07000034,7.398699999999999
E06000052,E07000035,26.333099999999998
E06000052,E07000036,5.4986999999999995
E06000052,E07000037,26.3881
E06000052,E07000038,10.2599
E06000052,E07000039,24.5893
E06000052,E07000040,144.32209999999998
E06000052,E07000041,225.40730000000002
E06000052,E07000042,128.8937
E06000052,E07000043,92.69080000000001
E06000052,E07000044,200.3637
E06000052,E07000045,204.3501
E06000052,E07000046,342.64779999999996
E06000052,E07000047,399.762
E06000052,E07000061,12.992999999999999
E06000052,E07000062,19.591
E06000052,E07000063,19.4577
E06000052,E07000064,20.6139
E06000052,E07000065,24.6672
E06000052,E07000066,19.417
E06000052,E07000067,15.0893
E06000052,E07000068,9.886700000000001
E06000052,E07000069,1.232
E06000052,E07000070,20.2038
E06000052,E07000071,16.3266
E06000052,E07000072,8.84
E06000052,E07000073,6.2332
E06000052,E07000074,8.8711
E06000052,E07000075,5.0178
E06000052,E07000076,25.2646
E06000052,E07000077,10.1463
E06000052,E07000078,44.26220000000001
E06000052,E07000079,45.7829
E06000052,E07000080,42.066599999999994
E06000052,E07000081,34.234700000000004
E06000052,E07000082,40.564800000000005
E06000052,E07000083,50.6931
E06000052,E07000084,39.61410000000001
E06000052,E07000085,26.7858
E06000052,E07000086,39.744600000000005
E06000052,E07000087,23.2668
E06000052,E07000088,15.6136
E06000052,E07000089,11.4308
E06000052,E07000090,15.3268
E06000052,E07000091,39.6414
E06000052,E07000092,14.0286
E06000052,E07000093,38.1512
E06000052,E07000094,39.4568
E06000052,E07000095,7.635800000000001
E06000052,E07000096,11.5592
E06000052,E07000098,12.7975
E06000052,E07000099,15.3427
E06000052,E07000102,8.8309
E06000052,E07000103,6.3532
E06000052,E07000105,21.0583
E06000052,E07000106,22.2414
E06000052,E07000107,9.932200000000002
E06000052,E07000108,22.2247
E06000052,E07000109,7.587000000000001
E06000052,E07000110,20.9073
E06000052,E07000111,14.9321
E06000052,E07000112,8.6634
E06000052,E07000113,15.9164
E06000052,E07000114,16.0772
E06000052,E07000115,12.373000000000001
E06000052,E07000116,16.122700000000002
E06000052,E07000117,6.2532000000000005
E06000052,E07000118,7.537699999999999
E06000052,E07000119,12.255199999999999
E06000052,E07000120,6.3525
E06000052,E07000121,18.0561
E06000052,E07000122,10.8677
E06000052,E07000123,5.3889
E06000052,E07000124,6.3164
E06000052,E07000125,4.7607
E06000052,E07000126,3.3651
E06000052,E07000127,12.2533
E06000052,E07000128,14.838500000000002
E06000052,E07000129,8.586500000000001
E06000052,E07000130,18.5118
E06000052,E07000131,17.099600000000002
E06000052,E07000132,4.9165
E06000052,E07000133,16.2909
E06000052,E07000134,11.1981
E06000052,E07000136,17.6736
E06000052,E07000137,32.799800000000005
E06000052,E07000138,7.5381
E06000052,E07000139,7.4565
E06000052,E07000140,16.268
E06000052,E07000141,8.7526
E06000052,E07000142,22.5066
E06000052,E07000143,23.0891
E06000052,E07000144,9.4757
E06000052,E07000145,5.4641
E06000052,E07000146,12.2547
E06000052,E07000147,32.7541
E06000052,E07000148,12.291800000000002
E06000052,E07000149,19.154600000000002
E06000052,E07000170,9.814900000000002
E06000052,E07000171,32.1421
E06000052,E07000172,17.068399999999997
E06000052,E07000173,16.906299999999998
E06000052,E07000174,15.617999999999999
E06000052,E07000175,18.1592
E06000052,E07000176,21.0458
E06000052,E07000177,55.79859999999999
E06000052,E07000178,28.560200000000002
E06000052,E07000179,52.9728
E06000052,E07000180,35.580600000000004
E06000052,E07000181,17.8558
E06000052,E07000192,11.2961
E06000052,E07000193,27.807900000000004
E06000052,E07000194,27.821399999999997
E06000052,E07000195,11.959900000000001
E06000052,E07000196,9.8292
E06000052,E07000197,23.6943
E06000052,E07000198,19.2405
E06000052,E07000199,7.3125
E06000052,E07000200,11.027000000000001
E06000052,E07000202,10.9004
E06000052,E07000203,31.441900000000004
E06000052,E07000207,15.963899999999999
E06000052,E07000208,5.3134999999999994
E06000052,E07000209,21.0445
E06000052,E07000210,9.1616
E06000052,E07000211,17.2052
E06000052,E07000212,9.4007
E06000052,E07000213,17.164
E06000052,E07000214,13.2454
E06000052,E07000215,9.263300000000001
E06000052,E07000216,27.8341
E06000052,E07000217,11.9009
E06000052,E07000218,9.1582
E06000052,E07000219,14.2076
E06000052,E07000220,19.4863
E06000052,E07000221,39.083400000000005
E06000052,E07000222,35.438700000000004
E06000052,E07000223,13.7219
E06000052,E07000224,35.242900000000006
E06000052,E07000225,41.7574
E06000052,E07000226,9.9894
E06000052,E07000227,25.2723
E06000052,E07000228,22.656399999999998
E06000052,E07000229,21.5713
E06000052,E07000234,14.286200000000001
E06000052,E07000235,34.9165
E06000052,E07000236,14.192699999999999
E06000052,E07000237,21.9406
E06000052,E07000238,41.1632
E06000052,E07000239,15.5281
E06000052,E07000240,14.083099999999998
E06000052,E07000241,14.0378
E06000052,E07000242,21.6052
E06000052,E07000243,12.787099999999999
E06000052,E07000244,39.861000000000004
E06000052,E07000245,15.002500000000001
E06000052,E08000001,18.9715
E06000052,E08000002,9.595
E06000052,E08000003,53.5459
E06000052,E08000004,17.210199999999997
E06000052,E08000005,11.0274
E06000052,E08000006,28.0064
E06000052,E08000007,20.1039
E06000052,E08000008,21.871000000000002
E06000052,E08000009,17.3384
E06000052,E08000010,20.4386
E06000052,E08000011,9.670200000000001
E06000052,E08000012,45.2097
E06000052,E08000013,6.4292
E06000052,E08000014,17.9369
E06000052,E08000015,25.134700000000002
E06000052,E08000016,15.302100000000001
E06000052,E08000017,41.9315
E06000052,E08000018,16.065200000000004
E06000052,E08000019,41.874700000000004
E06000052,E08000021,16.9015
E06000052,E08000022,7.7993
E06000052,E08000023,2.1641
E06000052,E08000024,12.3433
E06000052,E08000025,83.371
E06000052,E08000026,34.4722
E06000052,E08000027,34.4941
E06000052,E08000028,21.391000000000002
E06000052,E08000029,12.991200000000001
E06000052,E08000030,17.213700000000003
E06000052,E08000031,16.541600000000003
E06000052,E08000032,28.989999999999995
E06000052,E08000033,20.3373
E06000052,E08000034,10.1996
E06000052,E08000035,57.3801
E06000052,E08000036,7.7329
E06000052,E08000037,3.1988000000000003
E06000052,E09000002,5.6289
E06000052,E09000003,32.212599999999995
E06000052,E09000004,9.7756
E06000052,E09000005,32.3086
E06000052,E09000006,20.7471
E06000052,E09000007,49.02889999999999
E06000052,E09000008,35.717400000000005
E06000052,E09000009,47.0552
E06000052,E09000010,14.5056
E06000052,E09000011,29.4244
E06000052,E09000012,43.4724
E06000052,E09000013,43.324600000000004
E06000052,E09000014,59.6369
E06000052,E09000015,9.950099999999999
E06000052,E09000016,15.5404
E06000052,E09000017,24.8407
E06000052,E09000018,17.358800000000002
E06000052,E09000019,39.936499999999995
E06000052,E09000020,28.906499999999998
E06000052,E09000021,17.9681
E06000052,E09000022,82.3306
E06000052,E09000023,42.4352
E06000052,E09000024,45.7397
E06000052,E09000025,24.3158
E06000052,E09000026,9.0845
E06000052,E09000027,38.520300000000006
E06000052,E09000028,39.9811
E06000052,E09000029,18.5949
E06000052,E09000030,51.2341
E06000052,E09000031,14.2638
E06000052,E09000032,76.5826
E06000052,E09000033,21.973000000000003
E06000052,W06000001,4.2168
E06000052,W06000002,15.4698
E06000052,W06000003,18.427799999999998
E06000052,W06000004,15.4358
E06000052,W06000005,11.3402
E06000052,W06000006,1.4152
E06000052,W06000008,19.4232
E06000052,W06000009,33.087599999999995
E06000052,W06000010,31.585099999999997
E06000052,W06000011,54.3356
E06000052,W06000012,16.4105
E06000052,W06000013,32.5547
E06000052,W06000014,29.284599999999998
E06000052,W06000015,97.7392
E06000052,W06000016,35.0994
E06000052,W06000018,33.39769999999999
E06000052,W06000019,25.5917
E06000052,W06000020,7.989599999999999
E06000052,W06000021,36.3508
E06000052,W06000022,13.530299999999999
E06000052,W06000023,35.6856
E06000052,W06000024,1.0001
E06000053,E06000011,1.4848
E06000053,E06000022,1.2232
E06000053,E06000023,4.2924
E06000053,E06000024,2.6678
E06000053,E06000025,1.2568
E06000053,E06000026,4.5288
E06000053,E06000027,7.245900000000001
E06000053,E06000030,1.4014
E06000053,E06000040,7.366
E06000053,E06000043,2.8823
E06000053,E06000050,1.3771
E06000053,E06000052,45.1748
E06000053,E06000053,105.11723927272728
E06000053,E06000054,1.4799
E06000053,E06000059,6.027
E06000053,E06000064,4.1607
E06000053,E06000065,4.4009
E06000053,E06000066,1.2968
E06000053,E07000011,1.5111
E06000053,E07000035,3.0
E06000053,E07000040,3.0
E06000053,E07000042,3.0979
E06000053,E07000044,5.415
E06000053,E07000045,2.7154
E06000053,E07000046,3.0
E06000053,E07000047,3.0
E06000053,E07000063,1.412
E06000053,E07000080,1.3753
E06000053,E07000083,4.2059999999999995
E06000053,E07000085,1.4943
E06000053,E07000089,1.3203
E06000053,E07000094,7.5057
E06000053,E07000096,1.3142
E06000053,E07000102,3.0
E06000053,E07000112,1.1897
E06000053,E07000138,1.494
E06000053,E07000142,1.421
E06000053,E07000180,1.2663
E06000053,E07000221,2.6981
E06000053,E07000227,3.0
E06000053,E07000228,1.462
E06000053,E07000236,1.3561
E06000053,E07000242,1.1799
E06000053,E07000244,5.6313
E06000053,E08000005,1.4916
E06000053,E08000006,1.5184
E06000053,E08000012,1.0559
E06000053,E08000019,3.9867
E06000053,E08000022,1.3366
E06000053,E08000025,2.9772
E06000053,E08000028,1.3754
E06000053,E08000031,1.5886
E06000053,E08000034,1.6229
E06000053,E09000003,1.6466
E06000053,E09000008,1.3407
E06000053,E09000014,1.6448
E06000053,E09000022,1.3863
E06000053,E09000023,1.2394
E06000053,E09000025,1.3882
E06000053,E09000030,2.5579
E06000053,W06000011,3.0
E06000053,W06000015,1.5054
E06000054,E06000001,11.5731
E06000054,E06000002,7.6846
E06000054,E06000003,6.4676
E06000054,E06000004,7.504099999999999
E06000054,E06000005,7.234500000000001
E06000054,E06000006,10.3813
E06000054,E06000007,12.5096
E06000054,E06000008,3.793
E06000054,E06000009,11.706900000000001
E06000054,E06000010,18.4711
E06000054,E06000011,33.0648
E06000054,E06000012,3.9858000000000002
E06000054,E06000013,9.3112
E06000054,E06000014,33.4739
E06000054,E06000015,11.300999999999998
E06000054,E06000016,5.3061
E06000054,E06000017,2.5953999999999997
E06000054,E06000018,17.0171
E06000054,E06000019,108.6234
E06000054,E06000020,35.406
E06000054,E06000021,31.336899999999996
E06000054,E06000022,555.5979
E06000054,E06000023,419.08480000000003
E06000054,E06000024,159.9097
E06000054,E06000025,275.85480000000007
E06000054,E06000026,93.0932
E06000054,E06000027,60.0774
E06000054,E06000030,794.2660000000001
E06000054,E06000031,12.2429
E06000054,E06000032,16.9892
E06000054,E06000033,12.207399999999998
E06000054,E06000034,5.4916
E06000054,E06000035,12.875699999999998
E06000054,E06000036,24.3261
E06000054,E06000037,172.14929999999998
E06000054,E06000038,48.641999999999996
E06000054,E06000039,13.4374
E06000054,E06000040,34.069
E06000054,E06000041,41.789
E06000054,E06000042,28.5354
E06000054,E06000043,64.7117
E06000054,E06000044,46.27
E06000054,E06000045,148.82600000000002
E06000054,E06000046,58.7759
E06000054,E06000047,65.1608
E06000054,E06000049,36.7928
E06000054,E06000050,21.502
E06000054,E06000051,53.9743
E06000054,E06000052,295.29040000000003
E06000054,E06000053,8.508400000000002
E06000054,E06000054,8702.909693277403
E06000054,E06000055,13.3904
E06000054,E06000056,24.2797
E06000054,E06000057,29.568
E06000054,E06000058,243.7816
E06000054,E06000059,683.5664000000002
E06000054,E06000060,68.2952
E06000054,E06000061,23.2135
E06000054,E06000062,41.1528
E06000054,E06000063,23.815800000000003
E06000054,E06000064,54.0334
E06000054,E06000065,87.8401
E06000054,E06000066,766.7332
E06000054,E07000008,17.696199999999997
E06000054,E07000009,20.3954
E06000054,E07000010,5.478999999999999
E06000054,E07000011,28.659
E06000054,E07000012,14.9651
E06000054,E07000032,7.769299999999999
E06000054,E07000033,1.4369
E06000054,E07000034,7.1825
E06000054,E07000035,7.2273
E06000054,E07000036,4.9973
E06000054,E07000037,4.1272
E06000054,E07000038,5.7429
E06000054,E07000039,6.293699999999999
E06000054,E07000040,101.4825
E06000054,E07000041,53.4668
E06000054,E07000042,38.353
E06000054,E07000043,64.2746
E06000054,E07000044,47.9066
E06000054,E07000045,80.9041
E06000054,E07000046,57.712
E06000054,E07000047,20.4041
E06000054,E07000061,20.7038
E06000054,E07000062,17.971600000000002
E06000054,E07000063,8.2458
E06000054,E07000064,12.4118
E06000054,E07000065,9.64
E06000054,E07000066,9.5925
E06000054,E07000067,7.5827
E06000054,E07000068,9.4728
E06000054,E07000070,15.1692
E06000054,E07000071,37.811
E06000054,E07000072,3.8305
E06000054,E07000073,2.5307
E06000054,E07000074,3.8178
E06000054,E07000076,2.5227
E06000054,E07000077,15.051000000000002
E06000054,E07000078,79.6353
E06000054,E07000079,293.4075
E06000054,E07000080,57.9101
E06000054,E07000081,57.9131
E06000054,E07000082,138.918
E06000054,E07000083,69.419
E06000054,E07000084,112.5933
E06000054,E07000085,41.130700000000004
E06000054,E07000086,75.0786
E06000054,E07000087,49.125099999999996
E06000054,E07000088,25.9586
E06000054,E07000089,39.8625
E06000054,E07000090,32.4177
E06000054,E07000091,192.43940000000003
E06000054,E07000092,51.2303
E06000054,E07000093,447.9407
E06000054,E07000094,106.4606
E06000054,E07000095,2.5488999999999997
E06000054,E07000096,11.6323
E06000054,E07000098,11.5962
E06000054,E07000099,11.6226
E06000054,E07000102,10.3024
E06000054,E07000103,5.0975
E06000054,E07000105,21.773699999999998
E06000054,E07000106,10.2924
E06000054,E07000107,5.1556
E06000054,E07000108,10.2301
E06000054,E07000109,1.2989
E06000054,E07000110,25.651400000000002
E06000054,E07000111,8.9993
E06000054,E07000112,16.6428
E06000054,E07000113,11.6539
E06000054,E07000114,6.3886
E06000054,E07000115,7.7293
E06000054,E07000116,11.7605
E06000054,E07000117,2.5484
E06000054,E07000118,7.816800000000001
E06000054,E07000119,5.2306
E06000054,E07000120,1.2634
E06000054,E07000121,11.053999999999998
E06000054,E07000122,5.003399999999999
E06000054,E07000123,5.2062
